creation_date,accession_number,artist,credit_line,display_title,display_dimensions,medium,media_support,facility,current_location,location_description,street_address_or_intersection,zip_code,latitude,longitude,number_of_districts,cultural_districts,supervisor_district,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
2000,2000.17,"Hung, Su-Chen",Commissioned for the San Francisco International Airport; Collection of the City and County of San Francisco,Welcome,,Cast glass,Cast glass,International Terminal,SFO,Customs A/G,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1983?,1983.1.a-b,"Shunkai, Bundo",Collection of the City and County of San Francisco; Gift of Mike Iwasaki to commemorate peace and amity between the United States and Japan.,Peace Monument (Great Nature),144 x 144 x 144 in.,"Granite, black granite","Granite, black granite on mortared stones",Lincoln Park,Public Display,North Of Legion Of Honor; across Lincoln Highway/Marina Del Mar from the Holocaust Memorial,Lincoln Highway & Legion of Honor Drive,94121,37.78326697000006,-122.497705238,0,,01,POINT (-122.497705238 37.78326697000006),7,8,4,17,7
2006,2007.22.3.a-t,"Hayes, Frederick, JoeSam and Washington, Horace",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,Untitled (Paving inserts),varies,"Granite, ceramic tile","Granite, ceramic tile on concrete",3rd Street Light Rail,Public Display,3Rd St. And Revere Avenue,3rd Street & Revere Avenue,94124,37.73244002700005,-122.39160988599997,1,African American Arts and Cultural District,10,POINT (-122.39160988599997 37.73244002700005),87,2,9,1,87
2002,2002.9,"Beery, Jonathan",Collection of the City and County of San Francisco; Gift to the City from the Friends of Moscone Park and Recreation Center,The Pink Short-spined Starfish,16  x 82  x 80 in.,Bronze,Bronze,Moscone Recreation Center,Public Display,West Playground,Laguna Street & Bay Street,94123,37.80328005900003,-122.43167990899997,0,,02,POINT (-122.43167990899997 37.80328005900003),98,4,6,13,98
1976,1976.91,"Coullaut-Valera, Federico",Collection of the City and County of San Francisco; Gift from the government of Spain to the City of San Francisco in 1976,Statue of King Carlos III,188 x 50 x 50 in.,Bronze,Bronze on concrete,Lake Merced,Public Display,Near Boathouse Parking Lot,1 Harding Road,94132,37.72557101600006,-122.49952697299994,0,,07,POINT (-122.49952697299994 37.72557101600006),43,10,8,16,43
1930s,1942.6,"Bufano, Beniamino",Collection of the City and County of San Francisco; Completed for the City of San Francisco under the Works Progress Administration,Cat and Mouse,69 3/4  x 30  x 52 1/2 in.,Granite,Granite on concrete,Valencia Gardens Apartments,Public Display,Southeast Courtyard,390 Valencia Street,94103,37.766650011000024,-122.42228999799993,1,American Indian Cultural District,08,POINT (-122.42228999799993 37.766650011000024),37,3,5,20,37
1941,1942.14.a-b,"Olmsted, Jr., Frederick Law",Collection of the City and County of San Francisco; Work Progress Adminstration,Education (Theory and Science),136  x 186 1/2 in.,"Fresco, paint, plaster","Fresco, paint, plaster",CCSF  Ocean Campus,Public Display,Science Building Main Entrance Interior North And South Walls,50 Frida Kahlo Way,94112,37.723826993000046,-122.44958398999995,0,,07,POINT (-122.44958398999995 37.723826993000046),95,9,8,41,95
,2018.4.g,"Arcega, Michael",Collection of the City and County of San Francisco,Auspicious Clouds | Heavy Fog [#2127 Cyanine Blue],45 in.,Painted Steel,Painted Steel,,Public Display,"Chinatown; Broadway Street on sidewalk in front of ""Sam's Pasta & Burgers"" and ""Comfor Shoes""",618 Broadway,94133,37.79807401700003,-122.407499041,0,,03,POINT (-122.407499041 37.79807401700003),106,6,3,6,106
1991-1997,1997.4.2.a-f,"Riley, Cheryl",Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Bayview Police Station,Maasai Warrior Shield Light Sconces,24  x 20  x 5 3/4 in.,"Copper, lacquer paint, electrical wiring","Copper, lacquer paint, electrical wiring",SFPD   Bayview Station,City Agency,Entrance Lobby,201 Williams Avenue,94124,37.729802997000036,-122.39787996899999,1,African American Arts and Cultural District,10,POINT (-122.39787996899999 37.729802997000036),86,2,9,1,86
1995,1995.19,"Shum, Hilda",Collection of the City and County of San Francisco; Purchased by the San Francisco Art Commission for the Mental Health Rehabilitation Facility,Fish Tale,,"Stainless steel, mosaic, slate and light","Stainless steel, mosaic, slate and light",San Francisco General Hospital,City Agency,Mental Health Rehabilitation Facility Outside Main Entrance,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
2006,2007.19,"Margrill, Anita and Nagasawa, Nobuho",Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,Untitled (Pole-mounted sculpture),480 x 36 x 36 in.,Stainless steel,Stainless steel on painted steel,3rd Street Light Rail,Public Display,3Rd St. And Hudson Ave.,3rd Street & Hudson Avenue,94124,37.74038003700008,-122.38882994399995,1,African American Arts and Cultural District,10,POINT (-122.38882994399995 37.74038003700008),86,2,9,1,86
1934,1936.4.c,"Forbes, Helen",Collection of the City and County of San Francisco; Works Progress Administration Mural Project for the Mothers' House at the Fleishhacker Zoo,Noah and His Ark (The Landing of the Ark),132 x 337 in.,Egg tempera,Egg tempera,San Francisco Zoo,Public Display,Mother'S Building South Wall,Sloat Blvd. at Great Hwy.,,37.735410029000036,-122.50681989899999,0,,07,POINT (-122.50681989899999 37.735410029000036),43,10,8,16,43
1997,1998.4.1,"deSoto, Lewis",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Civic Center Courthouse,Jury Assembly Room,80 x 333 x 1/2 in.,"Glass, stainless steel, and lighting","Glass, stainless steel, and lighting",Civic Center Courthouse,Public Display,Lower Level Jury Assembly Room,400 McAllister Street,94102,37.780413012000054,-122.41879499599997,0,,06,POINT (-122.41879499599997 37.780413012000054),21,4,10,36,21
1994,1994.17,"Richards, Peter",Collection of the City and County of San Francisco; Commissioned by the San Francisco Art Commission for San Francisco General Hospital,"Companion Place, a Complement to the Comfort Garden",420  x 1080 in.,"Plant material, soil, granite, crushed lava rock","Plant material, soil, granite, crushed lava rock",San Francisco General Hospital,City Agency,Building 80 Comfort Garden,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
1996,1996.1.3,"Beldner, Ray",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Ocean Beach Terminal Project,Playland Revisited [Clown],174 x 77 x 4 1/2 in.,Stainless steel mesh over steel armature with photo-etched plaques,Stainless steel mesh over steel armature with photo-etched plaques,MUNI terminal,Public Display,Northeast Intersection Corner,Cabrillo Street & La Playa Street,94121,37.773260021000056,-122.51004994999994,0,,01,POINT (-122.51004994999994 37.773260021000056),8,8,4,29,8
1995,1995.7.f,Joesam.,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Tenderloin Children's Recreation Center,Folks in the 'Hood [figure in wheelchair],59 x 64 1/2 x 1 1/4 in.,#836 galvanized steel,#836 galvanized steel on steel fence,Tenderloin Recreation Center,Public Display,Front Fence,570 Ellis Street,94109,37.78467198300007,-122.41559696499996,0,,06,POINT (-122.41559696499996 37.78467198300007),20,5,10,36,20
2019,T2018.62,"Pehrson, Tahiti",,Circadian Transit,12 ft. x 6 ft. x 23 ft.,Painted aluminum,Painted aluminum,Hotel,SFO,Grand Hyatt Hotel 4th Floor Lobby,55 S McDonnell Road,94128,37.61242625700004,-122.39374060299997,0,,,POINT (-122.39374060299997 37.61242625700004),,,,,
2003-2004,2005.4,"Wehrle, John",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco Public Library Ocean View Branch,Words Fly Away,Dimensions variable,"Acrylic paint, glazed ceramic tile, linoleum and polystyrene","Acrylic paint, glazed ceramic tile, linoleum and polystyrene",Ocean View Library,Public Display,Throughout Interior,345 Randolph Street,94132,37.71413198100004,-122.465963989,0,,11,POINT (-122.465963989 37.71413198100004),65,10,1,24,65
2006,2007.7.1-3,"Buchen, Bill and Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,Untitled (Third Street Light Rail Project),Light rail platform,"Painted steel, stainless steel, galvanized steel","Painted steel, stainless steel, galvanized steel on painted steel, concrete",3rd Street Light Rail,Public Display,3Rd And South St.,3rd Street & 20th Street,94107,37.760460059000025,-122.38866993299996,0,,10,POINT (-122.38866993299996 37.760460059000025),55,2,9,26,55
2008,2013.3.a,"Johnson, Amana",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Joseph Lee Recreation Center,Time to Dream (figure),48 x 22 x 24 in.,Basalt,Basalt,Joseph Lee Recreation Center,Public Display,Front Lawn,1395 Mendell Street,94124,37.73494399500004,-122.38979201899998,1,African American Arts and Cultural District,10,POINT (-122.38979201899998 37.73494399500004),86,2,9,1,86
1935,1942.12,"Bufano, Beniamino",Collection of the City and County of San Francisco; Completed for the City of San Francisco under the Works Progress Administration,Butterfly,54 1/4  x 52 1/2  x 20 in.,Granite,Granite on concrete,Valencia Gardens Apartments,Public Display,Southeast Courtyard,390 Valencia Street,94103,37.766650011000024,-122.42228999799993,1,American Indian Cultural District,08,POINT (-122.42228999799993 37.766650011000024),37,3,5,20,37
1977,1977.66.a-b,"Overhoff, Jacques",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for San Francisco City College,Bicentennial Wings and Sculpture Deck,Deck: 7' h x 30' w x 30' d; Wings: 30' h x 12' x 6',Mosaic tile and poured concrete,Mosaic tile and poured concrete,CCSF  Ocean Campus,Public Display,Batmale Hall Plaza,50 Frida Kahlo Way,94112,37.723826993000046,-122.44958398999995,0,,07,POINT (-122.44958398999995 37.723826993000046),95,9,8,41,95
2005,2006.5.i,"Saulls, Vicki",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commision for the Eureka Valley Recreation Center,From the Heart Outwards,10 x 10 x 2 1/2 in.,Cold-cast bronze and zinc/aluminum,Cold-cast bronze and zinc/aluminum,Eureka Valley Recreation Center,Public Display,Interior Lobby,100 Collingwood Street,94114,37.76048000800006,-122.43624301699998,1,Castro Cultural District,08,POINT (-122.43624301699998 37.76048000800006),38,3,5,5,38
1982,1982.5,"Quagliata, Narcissus",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the North Shore Pump Station,Untitled,8' X 22' overall,Stained glass,Stained glass,North Point Wet Weather Facility,Public Display,,120 Bay Street,94133,37.80638866400005,-122.40813196399995,0,,03,POINT (-122.40813196399995 37.80638866400005),99,6,3,23,99
2002,2003.3,"Fine, Jud and McCarren, Barbara",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco Zoo,Split Mound,Dimensions variable,"Bronze, concrete, glass, plants, plastic, porcelain enamel","Bronze, concrete, glass, plants, plastic, porcelain enamel on steel and stone",San Francisco Zoo,Public Display,Near Carousel,Sloat Boulevard & Great Highway,94116,37.735410029000036,-122.50681989899999,0,,07,POINT (-122.50681989899999 37.735410029000036),43,10,8,16,43
,1994.27,"Blum, G.W.","Property of the San Francisco Board of Supervisors, City Hall","Dedication of the Chambers of the Board of Supervisors in the City Hall, Oct. 9th 1916",41 1/2  x 51  x 2 1/2 in.,Black and white photograph,Black and white photograph,City Hall,Public Display,"2nd Floor, Opposite Board of Supervisors Chambers",1 Dr. Carlton B. Goodlet Place,94102,37.77939475800008,-122.41847662199996,0,,06,POINT (-122.41847662199996 37.77939475800008),21,4,10,36,21
,1917.3,"Patigian, Haig",Collection of the City and County of San Francisco; Presented to the city of San Francisco by the school children.,Frederick Funston (1865-1917),112 1/4  x 30 1/4  x 30 1/4 in.,Bronze,Bronze on concrete,City Hall,Public Display,"1st Floor, Van Ness Lobby",1 Dr. Carlton B. Goodlet Place,94102,37.77939475800008,-122.41847662199996,0,,06,POINT (-122.41847662199996 37.77939475800008),21,4,10,36,21
1987,1987.44.a-w,"Kogure, Kimiko",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,Stern Grove Trocadero Clubhouse,installed in first and second floor windows and doors,Stained glass,Stained glass on wood,Trocadero Clubhouse,Public Display,Stern Grove Entry Rd.,Stern Grove Entry Road & Wawona Street,94132,37.74024621600006,-122.46773612799997,0,,07,POINT (-122.46773612799997 37.74024621600006),46,10,8,41,46
2001,2001.4,"Carpenter, James Fraser",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco International Airport,Sculptural Light Reflectors,160' X 25' each (X4),"polycarbonate, glass, steel and anodized aluminum","polycarbonate, glass, steel and anodized aluminum",International Terminal,SFO,"Main Hall, Level 3; Lobby Skylights",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2007,2007.34.4,"Saulls, Vicki",Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for Koret Children's Quarters,Untitled [pelican],19  x 48  x 19 in.,Cast concrete aggregate,Cast concrete aggregate,Koret Children's Quarters,Public Display,,Martin Luther King Jr. Drive & Bowling Green Drive,94117,37.76742005600005,-122.46063988799995,0,,05,POINT (-122.46063988799995 37.76742005600005),9,7,11,12,9
ca. 1966,1966.24,"Stern, Jan Peter",Collection of the City and County of San Francisco; Purchased through a project of the Redevelopment Agency for the Golden Gateway Plaza,Limits of Horizon II,94 x 174 x 60 in.,Aluminum,Aluminum on granite,Maritime Plaza Park,Public Display,"Northwest Corner; Park is boarded by Clay St, Washinton St., Davis St., and Drumm St.",Washington Street & Davis Street,94111,37.79620003300005,-122.398169899,0,,03,POINT (-122.398169899 37.79620003300005),77,6,3,8,77
1995,1995.14,"Hollis, Douglas",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Sheriff's Facility,Untitled,,"Ceramic, glass, steel","Ceramic, glass, steel",Sherriff's Facility,City Agency,Exterior and Roof,425 7th Street,94103,37.77494700500006,-122.40522100699997,1,SoMa Pilipinas – Filipino Cultural District,06,POINT (-122.40522100699997 37.77494700500006),32,1,10,34,32
1996,1996.7.a,"Yung, Rene",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Chinatown Branch of the San Francisco Public Library,lamp (Chinese characters),22 x 84 x 10 in.,Aluminum and lighting,Aluminum and lighting,Chinatown Library,Public Display,Reading Room,1135 Powell Street,94108,37.79523100100005,-122.41019499599999,0,,03,POINT (-122.41019499599999 37.79523100100005),16,6,3,6,16
2005,2007.32.11,Wang Po Shu,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Octavia Boulevard Streetscape Project,Ghinlon/Transcope,58 x 8 x 4 1/2 in.,"Stainless steel, mirror and glass lenses","Stainless steel, mirror and glass lenses",Octavia Blvd.,Public Display,Hayes Green At Linden St.,Octavia Boulevard & Linden Street,94102,37.77621003200006,-122.42456987599996,0,,05,POINT (-122.42456987599996 37.77621003200006),22,4,11,9,22
1990,1990.7.1,"Gillman, Steve",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Pier 7,Bay Bench,17 x 100 x 100 in.,"Sunset red granite, bronze","Sunset red granite, bronze",Embarcadero Pier 7,Public Display,Flanking Entrance,Pier 7 & The Embarcadero,94105,37.787070045000064,-122.38770995399994,0,,06,POINT (-122.38770995399994 37.787070045000064),31,1,10,8,31
2008,2008.10.m,"Wagner, Catherine",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Charlie Sava Pool,"Swimmer's Waves [column G, row 4]",21 1/2 x 94 x 1 in.,Photographic print on porcelain enamel,Photographic print on porcelain enamel on concrete,Sava Pool,Public Display,Natatorium,2695 19th Avenue,94116,37.737793004000025,-122.475662018,1,Sunset Chinese Cultural District,04,POINT (-122.475662018 37.737793004000025),40,10,7,35,40
1938,1938.2,"Puccinelli, Raymond (Raimondo)",Collection of the City and County of San Francisco,Guglielmo Marconi (1874-1937) Memorial Plaque,Approx. 8' h x 8' w,Bronze,Bronze on granite,Telegraph Hill,Public Display,,Lombard Street & Telegraph Hill Boulevard,94133,37.80352003300004,-122.40627989299998,0,,03,POINT (-122.40627989299998 37.80352003300004),18,6,3,23,18
2015,2016.11.c.1,"Nagase, Masayuki",Collection of the City and County of San Francisco,Breath Between Sky and Ocean [Paver],48 x 28 x 2 in.,Granite,Granite,San Francisco General Hospital,City Agency,Acute Care Unit Roof Garden,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
1992-1994,1994.18.1-3,"Dwyer, Gary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Mission Police Station,Seven Dancing Stones and Seven Dancing Stars,Dimensions variable,"Fabricated stone, Mission District Resident Stories","Fabricated stone, Mission District resident stories, lighting",SFPD   Mission Station,City Agency,Lobby,630 Valencia Street,94110,37.762928991000024,-122.421983975,0,,08,POINT (-122.421983975 37.762928991000024),37,3,5,20,37
2005,2007.32.1-12,Wang Po Shu,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Octavia Boulevard Streetscape Project,Ghinlon/Transcope,approx. 8 blocks,"Stainless steel, mirror and glass lenses","Stainless steel, mirror and glass lenses",Octavia Blvd.,Public Display,Between Market St. And Hayes Green,Octavia Boulevard & Market Street,94102,37.77178002900007,-122.42358994799999,1,Castro Cultural District,08,POINT (-122.42358994799999 37.77178002900007),27,1,5,20,27
1892,1894.2.a-b,"Shields-Clarke, Thomas",Collection of the City and County of San Francisco; Gift of M.H. DeYoung and the California Midwinter Fair Commission,The Cider Press,120  x 78  x 69 in.,Bronze,Bronze on granite,Golden Gate Park,Public Display,"Across From De Young Museum, Near Grant Monument",Hagiwara Tea Garden Drive & Bowl Drive,94118,37.770898344000045,-122.468312315,0,,01,POINT (-122.468312315 37.770898344000045),9,8,4,12,9
1989,1989.25.a-i,"Heavenston, Martha",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Gene Friend Recreation Center,A World View,in.,"Ceramic tiles, cement, acrylic mixture, polyurethane foam, and fibergalss cloth","Ceramic tiles, cement, acrylic mixture, polyurethane foam, and fibergalss cloth on concrete",Gene Friend Recreation Center,Public Display,Exterior Facade And Playground,270 6th Street,94103,37.77877900200008,-122.40619096099998,1,SoMa Pilipinas – Filipino Cultural District,06,POINT (-122.40619096099998 37.77877900200008),32,1,10,34,32
1999,1999.19.10,"Fuller (McChesney), Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Portsmouth Square,Bench support (Ram),16 x 15 x 15 in.,cast concrete,cast concrete,Portsmouth Square,Public Display,Lower Level Playground,Clay Street & Kearny Street,94108,37.79445005900004,-122.40477995099995,0,,03,POINT (-122.40477995099995 37.79445005900004),104,6,3,6,104
1987,1987.44.w,"Kogure, Kimiko",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,Stern Grove Trocadero Clubhouse [second floor window],45 x 20 in.,Stained glass,Stained glass on wood,Trocadero Clubhouse,Public Display,"Stern Grove Park, Stern Grove Entry Rd.",Stern Grove Entry Road & Wawona Street,94132,37.74024621600006,-122.46773612799997,0,,07,POINT (-122.46773612799997 37.74024621600006),46,10,8,41,46
1986,1988.1,"Students, Woodrow Wilson High School","Collection of the City and County of San Francisco; Purchased by the San Francisco Arts Commission for the Silver Terrace Fieldhouse; San Francisco Arts Festival, 1987",Celebrating the 50th Anniversary of Golden Gate Bridge,43 x 28 x 8 1/2 in.,"Low-fire ceramic tile, glazed","Low-fire ceramic tile, glazed on wood backing",Alice Chambers Clubhouse,Public Display,,670 Brunswick Street,94112,37.70953199300004,-122.44700303399998,0,,11,POINT (-122.44700303399998 37.70953199300004),58,9,1,7,58
2006,2007.23,"Margrill, Anita and Nagasawa, Nobuho",Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,Untitled (Pole-mounted sculpture),480 x 36 x 36 in.,Stainless steel,Stainless steel on painted steel,3rd Street Light Rail,Public Display,3Rd St. And Williams Ave.,3rd Street & Williams Avenue,94124,37.729270033000034,-122.39272987599998,1,African American Arts and Cultural District,10,POINT (-122.39272987599998 37.729270033000034),86,2,9,1,86
2008,2008.10.r,"Wagner, Catherine",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Charlie Sava Pool,"Swimmer's Waves [column B, row 6]",21 1/2 x 94 x 1 in.,Photographic print on porcelain enamel,Photographic print on porcelain enamel on concrete,Sava Pool,Public Display,Natatorium,2695 19th Avenue,94116,37.737793004000025,-122.475662018,1,Sunset Chinese Cultural District,04,POINT (-122.475662018 37.737793004000025),40,10,7,35,40
1999,1999.19.12,"Fuller (McChesney), Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Portsmouth Square,Bench support (Rooster),16 x 15 x 15 in.,cast concrete,cast concrete,Portsmouth Square,Public Display,Lower Level Playground,Clay Street & Kearny Street,94108,37.79445005900004,-122.40477995099995,0,,03,POINT (-122.40477995099995 37.79445005900004),104,6,3,6,104
1990,1990.7.1-2,"Gillman, Steve",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Pier 7,Bay Bench,17 x 100 x 100 in.,"Sunset red granite, bronze","Sunset red granite, bronze",Embarcadero Pier 7,Public Display,Flanking Entrance,Pier 7 & The Embarcadero,94105,37.787070045000064,-122.38770995399994,0,,06,POINT (-122.38770995399994 37.787070045000064),31,1,10,8,31
2015,2017.8,"Murch, Anna Valentina",Collection of the City and County of San Francisco,Archipelago,,"Stainless steel, granite and LED lights","Stainless steel, granite and LED lights",San Francisco General Hospital,City Agency,Acute Care Unit Plaza,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
,1919.2,"Stackpole, Ralph",Collection of the City and County of San Francisco; Gift of the San Francisco Bar Association,James M. Seawell (1836-1917),86 1/2  x 13 1/2  x 11 1/2 in.,Bronze,Bronze on granite,City Hall,Public Display,"4th Floor, Elevator Lobby",1 Dr. Carlton B. Goodlet Place,94012,37.77939475800008,-122.41847662199996,0,,06,POINT (-122.41847662199996 37.77939475800008),21,4,10,36,21
2018,2018.3,"Rosenberg, Leah",Collection of the City and County of San Francisco,Everywhere a Color,240 x 324 x 2 3/4 in.,,"Painted wood, aluminum, acrylic",International Terminal,SFO,"Gate 96, BA/G",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2013,2017.5.a,"Crutcher, Colette",Collection of the City and County of San Francisco,Dahlias,121 x 299 in.,Galvanized iron,Galvanized iron,Cabrillo Playground,Public Display,38Th Avenue Side,853 38th Avenue,94121,37.77283722400006,-122.49823131399995,0,,01,POINT (-122.49823131399995 37.77283722400006),8,8,4,29,8
2008,2008.13.1,"Corliss, Troy",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Upper Noe Recreation Center,Noe Valley Natives,66 x 30 x 36 in.,Forged and fabricated steel,Forged and fabricated steel,Upper Noe Recreation Center,Public Display,30Th St. Entrance,295 Day Street,94131,37.74257701700003,-122.42847902799998,0,,08,POINT (-122.42847902799998 37.74257701700003),84,9,5,22,84
1983,1984.7,"Kozloff, Joyce",Purchased by the San Francisco Arts Commission for the San Francisco International Airport; Collection of the City and County of San Francisco,"Bay Area Victorian, Bay Area Deco, Bay Area Funk",10' H X 51' W overall (3 panels),Ceramic tile and glass,Ceramic tile and glass,Terminal 1,SFO,"Departures, BA/B - T1Connector, Level 2?",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2004-2009,2011.14.1,"deSoto, Lewis",Collection of the City and County of San Francisco,1865-1906: The Foundation of the Almshouse and Relief Home at Laguna Honda,,cotton thread tapestry,cotton thread tapestry,Laguna Honda Hospital,City Agency,Link Building Level 1,375 Laguna Honda Boulevad,94131,37.74879299500003,-122.45581098899999,0,,07,POINT (-122.45581098899999 37.74879299500003),49,7,8,38,49
2017,2017.9.b,"Garza, Carmen Lomas",Collection of the City and County of San Francisco,The California Condor,72 x 120 in.,Painted water-jet cut steel,Painted water-jet cut steel,Chan Kaajal Park,Public Display,17Th And Folsom,3100 17th Street,94103,37.76375748100003,-122.41522695199995,1,American Indian Cultural District,09,POINT (-122.41522695199995 37.76375748100003),53,3,2,20,53
1994,1999.20.e,"Donahue, Marcia",Collection of the City and County of San Franisco; Commissioned by the San Francisco Arts Commission for Woh Hei Yuen Park,Persimmon,25 x 36 x 40 in.,Granite,Granite,Woh Hei Yuen Park,Public Display,"Chinatown, Between Jackson St. And John St.",Powell Street & John Street,94133,37.79605003900008,-122.40997991599994,0,,03,POINT (-122.40997991599994 37.79605003900008),104,6,3,6,104
ca. 1929,1929.1,"Jauchen, Hans",Collection of the City and County of San Francisco; Gift of the Norwegian men and women of San Francisco,Roald Amundsen (1872-1928),139  x 38  x 38 1/2 in.,Bronze and red Norwegian granite,Bronze and red Norwegian granite,Golden Gate Park,Public Display,South Of John F. Kennedy Dr. Beach Chalet Parking Lot,1000 Great Highway,94121,37.76981501700004,-122.51054196700001,0,,01,POINT (-122.51054196700001 37.76981501700004),9,8,4,12,9
2018,T2018.63,"Finch, Spencer",,Orion,9ft diameter each lamp,,LED Lamps,,SFO,"Terminal 1, Boarding Area B, end of pier",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1999,1999.17.9,"Goggin, Brian",Collection of the City and County of San Francisco; Commissioned for by the San Francisco Arts Commission for the Bernal Heights Sidewalk Enhancement Project,Substrada [Grow],22 x 35 x 3/4 in.,Concrete,Concrete,Mission St. sidewalk,Public Display,,3191 Mission Street,94110,37.74578301100007,-122.41943596,0,,09,POINT (-122.41943596 37.74578301100007),83,9,2,2,83
1935-1940,1942.1,"Bufano, Beniamino",Collection of the City and County of San Francisco; Completed for the City of San Francisco under the Works Progress Administration,Mouse,34 1/4  x 16 3/4  x 31 1/2 in.,Black granite,Black granite,Valencia Gardens Apartments,Public Display,,390 Valencia Street,94103,37.766650011000024,-122.42228999799993,1,American Indian Cultural District,08,POINT (-122.42228999799993 37.766650011000024),37,3,5,20,37
ca. 1944,1944.1,"Cummings, M. Earl",Collection of the City and County of San Francisco; Gift of A.B. Spreckles,John McLaren (1846-1943),67  x 25  x 28 in.,Bronze,Bronze,Golden Gate Park,Public Display,Rhododendran Dell,John F. Kennedy Drive & 8th Avenue,94118,37.772600030000035,-122.46580992899999,0,,01,POINT (-122.46580992899999 37.772600030000035),9,8,4,12,9
2006,2007.9.1,"Margrill, Anita and Nagasawa, Nobuho",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,Untitled (Pole-mounted sculpture),480 x 36 x 36 in.,Stainless steel,Stainless steel on painted steel,3rd Street Light Rail,Public Display,3Rd And Mariposa St.,3rd Street & Mariposa Street,94107,37.76432005100003,-122.38895994699998,0,,06,POINT (-122.38895994699998 37.76432005100003),34,2,10,26,34
1994,1997.3.1.a-d,"Riley, Cheryl",Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Bayview Police Station,"Ndebele Wall Panels I,II,III,IV",84 x 72 x 3 in.,"Wood, steel, brass tacks, Dutch gold and copper leaf, lacquer paints","Wood, steel, brass tacks, Dutch gold and copper leaf, lacquer paints",SFPD   Bayview Station,City Agency,Community Room,201 Williams Avenue,94124,37.729802997000036,-122.39787996899999,1,African American Arts and Cultural District,10,POINT (-122.39787996899999 37.729802997000036),86,2,9,1,86
