creation_date,accession_number,artist,credit_line,display_title,display_dimensions,medium,media_support,facility,current_location,location_description,street_address_or_intersection,zip_code,latitude,longitude,number_of_districts,cultural_districts,supervisor_district,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
,T2018.46.g,"O'Malley, Susan",,Advice from My 80-Year-Old Self: Live Each Day as if it's Your Last,33 7/8 x 17 in.,,Digital print on archival rag paper,Terminal 1,SFO,BAB,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1935,1973.26.b,"Moya del Pino, Jose",Collection of the City and County of San Francisco,Murals for the Acme Beer Company (The Gathering of the Hops),90 x 312 in.,Fresco secco,Fresco secco,African American Art and Culture Complex,Public Display,3Rd Floor,726 Fulton Street,94102,37.77813313200005,-122.42874190999997,0,,05,POINT (-122.42874190999997 37.77813313200005),97,4,11,39,97
1967,1967.86.a-h,"Ng, Win",Collection of the City and County of San Francisco,Unknown,,Glazed ceramic tile,Glazed ceramic tile,Maxine Hall Health Center,City Agency,,1301 Pierce Street,94115,37.78233598800006,-122.436058029,0,,05,POINT (-122.436058029 37.78233598800006),97,4,11,39,97
2020,T2016.046,"Colburn, Adriane",,Geologic Ghost,,waterjet cut steel,,Guy Place Mini Park,City Agency,Fence and Gate at Guy Place Mini Park on 4-8 Guy Place,4 Guy Place,94105,37.78668401700003,-122.39439100099997,0,,06,POINT (-122.39439100099997 37.78668401700003),30,1,10,8,30
2018,T2018.39,"Alexopoulos, Yorgo",,Split,28 x 171 x 4 in.,Digital,Two-channel digital animation on 4K LCD displays with sound,Terminal 1,SFO,,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1934,1934.15,"Langdon, Gordon",Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,California Agricultural Industry,120 x 324 in.,Fresco,Fresco,Coit Tower,Public Display,1St Floor,1 Telegraph Hill Boulevard,94133,37.80231199100007,-122.40588401599994,0,,03,POINT (-122.40588401599994 37.80231199100007),18,6,3,23,18
,T2018.46.f,"O'Malley, Susan",,Advice from My 80-Year-Old Self: Your Life is Precious,32 7/8 x 17 in.,,Digital print on archival rag paper,Terminal 1,SFO,BAB,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1934,1934.1,"Boynton, Raymond",Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,Animal Force and Machine Force,120 x 432 in.,Fresco,Fresco,Coit Tower,Public Display,1St Floor,1 Telegraph Hill Boulevard,94133,37.80231199100007,-122.40588401599994,0,,03,POINT (-122.40588401599994 37.80231199100007),18,6,3,23,18
2019,T2018.8,"Jägel, Jason",,The Author & Her Story,,custom glazed ceramic tile,custom glazed ceramic tile,Terminal 1,SFO,"Departures, Level Two",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1898,1906.1,"Perry, R. Hinton",Collection of the City and County of San Francisco; Gift of Shreve & Co.,Lion,61  x 75  x 87 in.,Bronze,Bronze on Stone,Golden Gate Park,Public Display,East Of De Young Museum,50 Hagiwara Tea Garden Drive,94118,37.771426019000046,-122.46878902499998,0,,01,POINT (-122.46878902499998 37.771426019000046),9,8,4,12,9
2016 or 2019?,T2018.42,"Johanson, Chris",,Survival through figurizaton (white),96.25 x 96.25,acrylic,acrylic on found wood,Terminl 1,SFO,BAB: Departures,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1998,1998.11.d,"Preston, Ann",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Civic Center Courthouse,Panel,72 x 60 x 3/4 in.,Zinc,Zinc,Civic Center Courthouse,Public Display,4Th Floor Waiting Area,400 McAllister Street,94102,37.780413012000054,-122.41879499599997,0,,06,POINT (-122.41879499599997 37.780413012000054),21,4,10,36,21
2019,T2018.37,"Arzabe, Miguel",,Culture Fabric (Bay Area),"90""H x 67""W",Archival ink,"Archival ink on archival paper, paper weaving",Hotel,SFO,"Grand Hyatt, Level 2",55 S McDonnell Road,94128,37.61242625700004,-122.39374060299997,0,,,POINT (-122.39374060299997 37.61242625700004),,,,,
2016,T2018.45,"McGee, Barry",,Untitled,78H x 66W,acrylic and gouache,"acrylic and gouache on panel, 24 elements",Terminal 1,SFO,BAB: Departures,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1908,1908.3.a-b,"Cummings, M. Earl",Collection of the City and County of San Francisco; Gift of Suzanna Brown,Bear and Lion,Two 4' L sculptures on 9' H granite boulder,Bronze,Bronze on cast concrete,Golden Gate Park,Public Display,8th Avenue Entrance At Fulton St.,8th Avenue & Fulton Street,94118,37.77338005000007,-122.465879918,0,,01,POINT (-122.465879918 37.77338005000007),9,8,4,12,9
2019,T2018.9,"Minervini, Robert",,Hyper-Natural Bay Area or Bay Area Hyper-Naturalism (which title is correct?),,"Ceramic tile, glass, and marble mosaic","Ceramic tile, glass, and marble mosaic",Terminal 1,SFO,"Departures, Level 2",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
,T2018.46.l,"O'Malley, Susan",,Advice from My 80-Year-Old Self: School First Party on the Weekends,38 7/8 x 17 in.,,Digital print on archival rag paper,Terminal 1,SFO,BAB,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
,1994.16,"Anargyros, Spero",Collection of the City and County of San Francisco,George Moscone,87  x 30  x 27 1/2 in.,Cast Bronze,Cast bronze on marble,City Hall,Public Display,"2nd floor, Mayor's Rotunda",1 Dr. Carlton B. Goodlet Place,94102,37.77939475800008,-122.41847662199996,0,,06,POINT (-122.41847662199996 37.77939475800008),21,4,10,36,21
,1979.1,"Smith, Hassel",Purchased by the San Francisco Art Commission for the San Francisco International Airport,Metamorphosis,,Oil,Oil on canvas,Terminal 2,SFO,"BA/D : Departures - Departure Lobby, Level 2",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2019,T2018.27,"Harvey, Ellen",,Green Map,28ft x 28ft,"hand cut glass, stone mosaic","hand cut glass, stone mosaic",Hotel,SFO,"Grand Hyatt, Level 1, Lobby",55 S McDonnell Road,94128,37.61242625700004,-122.39374060299997,0,,,POINT (-122.39374060299997 37.61242625700004),,,,,
,T2018.46.c,"O'Malley, Susan",,Advice from My 80-Year-Old Self: Don't Be Afraid,29 7/8 x 17 in.,,Digital print on archival rag paper,Terminal 1,SFO,BAB,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2019,T2018.6,"Drew, Leonardo",,Number 69S,,Mixed Media,Mixed Media,Terminal 1,SFO,"Departures, Level Two, BAB",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2008,2008.4.a-c,"Hsu, Joyce",,Namoo House,,Anodized aluminum and stainless steel,Anodized aluminum and stainless steel,International Terminal,SFO,"Gate A3, BA/A, Level 3",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1941,1942.14.a,"Olmsted, Jr., Frederick Law",Collection of the City and County of San Francisco; Work Progress Adminstration,Education (Theory and Science),136  x 186 1/2 in.,"Fresco, paint, plaster","Fresco, paint, plaster",CCSF  Ocean Campus,Public Display,"Science Hall Main Entrance Stairwell, North Wall",50 Frida Kahlo Way,94112,37.723826993000046,-122.44958398999995,0,,07,POINT (-122.44958398999995 37.723826993000046),95,9,8,41,95
,T2018.46.i,"O'Malley, Susan",,Advice from My 80-Year-Old Self: It's Not a Dumb Idea,35 7/8 x 17 in.,,Digital print on archival rag paper,Terminal 1,SFO,BAB,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1982,1984.55.1-4,"O'Banion, Nance",Purchased by the San Francisco Art Commission for the San Francisco International Airport,Billboard Series: Exploded Transverse with no Nuggies,12' H X 15' W,"Abaca paper, acrylic medium, bamboo, waxed cotton and wire","Abaca paper, acrylic medium, bamboo, waxed cotton and wire",Terminal 3,SFO,"Departures Gate 81, BA/F, Level 2",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2011,2012.3,"Sowers, Charles",Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Randall Museum and funded by the Public Utilities Commission,Windswept,216 x 420 x 28 in.,"Anodized aluminum, aluminum composite panels, stainless steel arrow axles","Anodized aluminum, aluminum composite panels, stainless steel arrow axels on concrete wall",Randall Museum,Public Display,Exterior Facade,199 Museum Way,94114,37.76442298100005,-122.43814797299996,0,,08,POINT (-122.43814797299996 37.76442298100005),113,7,5,5,113
2012,2014.5,"Kahn, Ned",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Public Utilities Commission,Firefly,2094  x 270  x 2 1/2 in.,"Stainless steel, polycarbonate panels, neodymium magnets, electrical reed switches, LED lighting","Stainless steel, polycarbonate panels, neodymium magnets, electrical reed switches, LED lighting",Headquarters,City Agency,Exterior Of Building,525 Golden Gate Avenue,94102,37.78111101500008,-122.41892600499996,0,,06,POINT (-122.41892600499996 37.78111101500008),21,4,10,36,21
,1968.66,Anonymous,Gift from Gumps to the Recreation and Park Commission,Unknown [Granite stupa],,Granite,Granite,San Francisco Botanical Garden,Public Display,,1199 9th Avenue,94122,37.76890201900005,-122.47088600999994,0,,05,POINT (-122.47088600999994 37.76890201900005),9,8,11,12,9
,1979.67,"Diebenkorn, Richard",Purchased by the San Francisco Art Commission for the San Francisco International Airport,Untitled from Nine Drypoints and Etchings,"30"" x 22""",drypoint and etching,drypoint and etching on paper,Hotel,SFO,"Grand Hyatt, Level 4",55 S McDonnell Road,94128,37.61242625700004,-122.39374060299997,0,,,POINT (-122.39374060299997 37.61242625700004),,,,,
1988,1988.44,"Paunov, Zlatko",Collection of the City and County of San Francisco; Gift of Gandhi Memorial Foundation International,Mohandas K. Gandhi,150 x 119 x 119 in.,Bronze,Bronze on concrete,Embarcadero Ferry Plaza,Public Display,Behind Ferry Building,141 The Embarcadero,94105,37.793158238000046,-122.39155363900001,0,,06,POINT (-122.39155363900001 37.793158238000046),108,1,10,8,108
1988,1988.5.a-b,"Graham, Gary W.",Collection of the City and County of San Francisco; Purchased by the San Francisco Arts Commission for the Northern Police Station,Police Shields,48 1/2  x 48 1/2 in.,Mosaic tile,Mosaic tile,SFPD   Northern Station,City Agency,Lobby,1125 Fillmore Street,94115,37.78035199200008,-122.43228198099996,0,,05,POINT (-122.43228198099996 37.78035199200008),97,4,11,39,97
1940,1940.5.1,"Olmsted, Jr., Frederick Law",Collection of the City and County of San Francisco; Works Progress Administration,Edison,183  x 52  x 52 in.,Tuff stone,Tuff stone,CCSF  Ocean Campus,Public Display,,50 Frida Kahlo Way,94112,37.723826993000046,-122.44958398999995,0,,07,POINT (-122.44958398999995 37.723826993000046),95,9,8,41,95
,2007.35,"Heffernon, Gerald",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Pine Lake Park,Rabbinoid on Cell Phone,,Bronze and stone,Bronze and stone,Laguna Honda Hospital,Public Display,"Central quad, garden area",375 Laguna Honda Boulevad,94116,37.74879299500003,-122.45581098899999,0,,07,POINT (-122.45581098899999 37.74879299500003),49,7,8,38,49
1999,1999.17.8,"Goggin, Brian",Collection of the City and County of San Francisco; Commissioned for by the San Francisco Arts Commission for the Bernal Heights Sidewalk Enhancement Project,Substrada [Road],19 1/2 x 14 x 1/2 in.,Concrete,Concrete,Mission St. sidewalk,Public Display,,3289 Mission Street,94110,37.744218990000036,-122.42052996599995,0,,09,POINT (-122.42052996599995 37.744218990000036),83,9,2,2,83
1930s,1942.9,"Bufano, Beniamino",Collection of the City and County of San Francisco; Completed for the City of San Francisco under the Works Progress Administration,Small Fish--Big Fish,71  x 44  x 24 in.,Granite,"Granite on granite, steel and concrete",Valencia Gardens Apartments,Public Display,Southeast Courtyard,390 Valencia Street,94103,37.766650011000024,-122.42228999799993,1,American Indian Cultural District,08,POINT (-122.42228999799993 37.766650011000024),37,3,5,20,37
1989,1989.25.g,"Heavenston, Martha",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Gene Friend Recreation Center,A World View [cactus],62 x 35 x 27 in.,"Ceramic tiles, cement, acrylic mixture, polyurethane foam, and fibergalss cloth","Ceramic tiles, cement, acrylic mixture, polyurethane foam, and fibergalss cloth on concrete",Gene Friend Recreation Center,Public Display,Playground,270 6th Street,94103,37.77877900200008,-122.40619096099998,1,SoMa Pilipinas – Filipino Cultural District,06,POINT (-122.40619096099998 37.77877900200008),32,1,10,34,32
2006,2007.29,"Margrill, Anita and Nagasawa, Nobuho",Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,Untitled (Pole-mounted sculpture),480 x 36 x 36 in.,Stainless steel,Stainless steel on painted steel,3rd Street Light Rail,Public Display,3Rd St. And Le Conte Ave.,3rd Street & Le Conte Avenue,94124,37.718870061000075,-122.39756992199996,1,African American Arts and Cultural District,10,POINT (-122.39756992199996 37.718870061000075),88,2,9,1,88
2005,2005.6.g,"Blackstone, Amy",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Kidpower Park,Untitled,53 1/2 x 35 x 2 in.,"10-gauge galvanized steel, Tnemec paint, Rustoleum spray paint","10-gauge galvanized steel, Tnemec paint, Rustoleum spray paint",Kidpower Park,Public Display,Playground Entrance,45 Hoff Street,94110,37.764063984000074,-122.42022302099997,1,American Indian Cultural District,09,POINT (-122.42022302099997 37.764063984000074),53,3,2,20,53
2006,2007.8.1,"Buchen, Bill and Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,Untitled (Pole-mounted sculpture),300 x 36 x 36 in.,Painted steel,Painted steel,3rd Street Light Rail,Public Display,3Rd And South St.,3rd Street & South Street,94158,37.768800053000064,-122.38920989599995,0,,06,POINT (-122.38920989599995 37.768800053000064),34,1,10,4,34
2006,2007.7.2.a-d,"Buchen, Bill and Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,Untitled (Canopy panels),36 x 580 x 120 in.,Galvinized steel,Galvinized steel,3rd Street Light Rail,Public Display,3Rd And South St.; South Street has been re-named Warriors Way,3rd Street & South Street,94158,37.768800053000064,-122.38920989599995,0,,06,POINT (-122.38920989599995 37.768800053000064),34,1,10,4,34
1936,1936.2,"Labaudt, Lucien",Collection of the City and County of San Francisco; WPA Mural Project for the Beach Chalet at Golden Gate Park,People and Places of San Francisco,109  x 814  x 331 in.,Fresco,Fresco,Golden Gate Park,Public Display,Beach Chalet Lobby,1000 Great Highway,94121,37.76981501700004,-122.51054196700001,0,,01,POINT (-122.51054196700001 37.76981501700004),9,8,4,12,9
1934,1934.16,"Oldfield, Otis",Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,San Francisco Bay,108 x 54 in.,Oil,Oil on canvas,Coit Tower,Public Display,Elevator Lobby,1 Telegraph Hill Boulevard,94133,37.80231199100007,-122.40588401599994,0,,03,POINT (-122.40588401599994 37.80231199100007),18,6,3,23,18
1999,1999.19.8,"Fuller (McChesney), Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Portsmouth Square,Bench support (Serpent),16 x 15 x 15 in.,cast concrete,cast concrete,Portsmouth Square,Public Display,Lower Level Playground,Clay Street & Kearny Street,94108,37.79445005900004,-122.40477995099995,0,,03,POINT (-122.40477995099995 37.79445005900004),104,6,3,6,104
2006,2007.28,"Margrill, Anita and Nagasawa, Nobuho",Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,Untitled (Pole-mounted sculpture),300 x 24 x 24 in.,Stainless steel,Stainless steel on painted steel,3rd Street Light Rail,Public Display,3Rd St. At Gilman Ave.,3rd Street & Gilman Avenue,94124,37.72237005100004,-122.39556991599996,1,African American Arts and Cultural District,10,POINT (-122.39556991599996 37.72237005100004),88,2,9,1,88
1940,1940.3,"Runyon, Hal Bayard",Collection of the City and County of San Francisco; Gift of the Sailors Union of the Pacific,Andrew Furuseth (1854-1938),150 x 60 x 54 in.,Bronze,Bronze on granite,Sailor's Union of the Pacific,Public Display,Outside Main Entrance,450 Harrison Street,94105,37.78656298200008,-122.393014022,0,,06,POINT (-122.393014022 37.78656298200008),30,1,10,8,30
1894,1894.4.a-o,"Happersberger, Frank",Collection of the City and County of San Francisco; Gift of James Lick,Pioneer Monument  (James Lick Monument),420  x 488  x 676 in.,Bronze and granite,Bronze and granite on marble,,Public Display,Between Larkin And Hyde St.; between the Asian Art Museum and the Main Branch of the SFPublic Library,Fulton Street & Larkin Street,94102,37.77959003500007,-122.416759954,0,,06,POINT (-122.416759954 37.77959003500007),21,5,10,36,21
2015,2016.11.a.2,"Nagase, Masayuki",Collection of the City and County of San Francisco,Breath Between Sky and Ocean [Seating],20 x 45 x 29 in.,Granite,Granite,San Francisco General Hospital,City Agency,Acute Care Unit Roof Garden,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
2004-2006,2007.1.a-e,"Pijoan, Irene",Collection of the City and County of San Francisco. Commissioned by the San Francisco Arts Commission for Victoria Manalo Park,Untitled,"5 panels, each 72"" h x 72"" w x 1/4"" d",Stainless steel,Stainless steel on Steel,Victoria Manalo Draves Park,Public Display,"north fence; park is boarded by Sherman St., Folsom St., Harrison St., and Columbia Square",Folsom Street & Russ Street,94103,37.777640027000075,-122.40672991699995,1,SoMa Pilipinas – Filipino Cultural District,06,POINT (-122.40672991699995 37.777640027000075),32,1,10,34,32
2005,2007.32.3,Wang Po Shu,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Octavia Boulevard Streetscape Project,Ghinlon/Transcope,58 x 8 x 4 1/2 in.,"Stainless steel, mirror and glass lenses","Stainless steel, mirror and glass lenses",Octavia Blvd.,Public Display,At Haight St. NE Corner,Octavia Boulevard & Haight Street,94102,37.77296003300006,-122.42392991799994,0,,05,POINT (-122.42392991799994 37.77296003300006),26,4,11,9,26
1983?,1986.71.1-3,"Granizo, Guillermo Wagner",Collection of the City and County of San Francisco; Gift of the artist to the City and County of San Francisco,Panorama of San Francisco,,Ceramic tile,Ceramic tile,Ferry Building,City Agency,Commission Room; The Embarcadero & Market Street,1 Ferry Building,94111,37.79526865300005,-122.39381491799998,0,,03,POINT (-122.39381491799998 37.79526865300005),108,6,3,8,108
2008,2008.7.a-b,"Finneran, Bean",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Junipero Serra Playground clubhouse,Untitled,Varies,Glazed ceramic tile,Glazed ceramic tile,Junipero Serra Playground,Public Display,Clubhouse North And South Exterior,300 Stonecrest Drive,94132,37.725083985000026,-122.47414598399997,0,,07,POINT (-122.47414598399997 37.725083985000026),41,10,8,41,41
1999,1999.19.1-15,"Fuller (McChesney), Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Portsmouth Square,Untitled,"Varies from 144"" L to 15"" L X 23"" W to 15"" W",Cast concrete,Cast concrete,Portsmouth Square,Public Display,Lower Level,Clay Street & Kearny Street,94108,37.79445005900004,-122.40477995099995,0,,03,POINT (-122.40477995099995 37.79445005900004),104,6,3,6,104
1996,1996.7.h,"Yung, Rene",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Chinatown Branch of the San Francisco Public Library,copper panel,55 x 22 1/2 x 1 in.,Copper,Copper,Chinatown Library,Public Display,Reading Room,1135 Powell Street,94108,37.79523100100005,-122.41019499599999,0,,03,POINT (-122.41019499599999 37.79523100100005),16,6,3,6,16
2008,2008.13.3,"Corliss, Troy",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Upper Noe Recreation Center,Noe Valley Natives,108 x 51 x 51 in.,"Forged and fabricated steel, glass","Forged and fabricated steel, glass on concrete",Upper Noe Recreation Center,Public Display,Playground Entrance,295 Day Street,94131,37.74257701700003,-122.42847902799998,0,,08,POINT (-122.42847902799998 37.74257701700003),84,9,5,22,84
1986,1986.25,M.E.T.A.L. (Mural Environmentalists Together in Art Labor),Collection of the City and County of San Francisco; Gift of the International Longshoremen's & Warehousemen's Union Memorial,International Longshoremen's & Warehousemen's Union Memorial (ILWU),approx. 2 stories x 286 in. x 220 in.,Painted steel,Painted steel on Steel armatures and concrete footing,Mission St. and Steuart St.,Public Display,SW corner of Hotel Vitale,Mission Street & Steuart Street,94105,37.79325002200005,-122.39318987499996,0,,03,POINT (-122.39318987499996 37.79325002200005),108,1,3,8,108
2009,2009.7.7,Wowhaus,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,Sunnyside Menagerie [glyphies],3 1/4 x 3 1/2 x 3/4 in.,Bronze,Bronze on concrete,Sunnyside Conservatory,Public Display,Garden Walkways,236 Monterey Boulevard,94131,37.731900987000074,-122.44080604199996,0,,07,POINT (-122.44080604199996 37.731900987000074),95,9,8,41,95
1885,1885.1.a-e,"Happersberger, Frank",Collection of the City and County of San Francisco; Acquired in 1885 by public subscription,James A. Garfield (1831-1881),200  x 203  x 208 in.,Bronze,Bronze on granite,Golden Gate Park,Public Display,Conservatory Lawn,John F. Kennedy Drive & Pompei Circle,94117,37.77242693900007,-122.46864448599997,0,,01,POINT (-122.46864448599997 37.77242693900007),9,8,4,12,9
2008,2008.10.t,"Wagner, Catherine",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Charlie Sava Pool,"Swimmer's Waves [column C, row 7]",21 1/2 x 94 x 1 in.,Photographic print on porcelain enamel,Photographic print on porcelain enamel on concrete,Sava Pool,Public Display,Natatorium,2695 19th Avenue,94116,37.737793004000025,-122.475662018,1,Sunset Chinese Cultural District,04,POINT (-122.475662018 37.737793004000025),40,10,7,35,40
2017,2017.25,"Deutsch, Richard",Commissioned for the Office of the Chief Medical Examiner; Collection of the City and County of San Francisco,Alma,259 x 281 x 231 in.,Steel (316 Stainless) with glass bead blasted finish and an LED light sequence,Steel (316 Stainless) with glass bead blasted finish and an LED light sequence,Office of the Chief Medical Examiner,City Agency,India Basin Industrial Park.,1 Newhall Street,94124,37.739767990000075,-122.37797797799999,1,African American Arts and Cultural District,10,POINT (-122.37797797799999 37.739767990000075),76,2,9,1,76
2006,2007.14,"Margrill, Anita and Nagasawa, Nobuho",Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,Untitled (Pole-mounted sculpture),300 x 24 x 24 in.,Stainless steel,Stainless steel on painted steel,3rd Street Light Rail,Public Display,3Rd And 23Rd St.,23rd Street & 3rd Street,94107,37.75539005500008,-122.38810993799994,0,,10,POINT (-122.38810993799994 37.75539005500008),55,2,9,26,55
,1904.1,"Aitken, Robert Ingersoll",Collection of the City and County of San Francisco. Gift of the San Francisco Bar Association.,Hall McAllister (1829-1888),Approx. 1 story h x 5' diameter,Bronze,Bronze on concrete,City Hall,Public Display,"north side of City Hall, on McAllister Street between Polk St. and Van Ness Ave",458 McAllister Street,94102,37.78021574400003,-122.41955230800001,0,,06,POINT (-122.41955230800001 37.78021574400003),21,4,10,36,21
1996,1996.7.f,"Yung, Rene",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Chinatown Branch of the San Francisco Public Library,lamp (Green),14 x 38 x 7 in.,Aluminum and lighting,Aluminum and lighting,Chinatown Library,Public Display,Reading Room,1135 Powell Street,94108,37.79523100100005,-122.41019499599999,0,,03,POINT (-122.41019499599999 37.79523100100005),16,6,3,6,16
1998,1998.7.a-d,"Riley, Cheryl",Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Bayview Police Station and partially funded by the Susie Tompkins Buell Foundation,Indian Spoon Sconces,30  x 10  x 2 in.,Bronze,Bronze,SFPD   Bayview Station,City Agency,Community Room,201 Williams Avenue,94124,37.729802997000036,-122.39787996899999,1,African American Arts and Cultural District,10,POINT (-122.39787996899999 37.729802997000036),86,2,9,1,86
1991,1991.4,"Jurs, Shelley",Collection of the City and County of San Francisco; Commissioned by the San Francisco Art Commission for the Richmond Police Station,Good Luck Piece,"5 panels (2 door, 3 transom)",Glass,Glass,SFPD   Richmond Station,City Agency,Front doors,461 6th Avenue,94118,37.78003100700005,-122.46440403299998,0,,01,POINT (-122.46440403299998 37.78003100700005),5,8,4,11,5
2009,2009.7.14,Wowhaus,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,Sunnyside Menagerie [glyphies],3 1/4 x 3 1/2 x 3/4 in.,Bronze,Bronze on concrete,Sunnyside Conservatory,Public Display,Garden Walkways,236 Monterey Boulevard,94131,37.731900987000074,-122.44080604199996,0,,07,POINT (-122.44080604199996 37.731900987000074),95,9,8,41,95
2017,T2016.036.1-3,"Sowers, Charles",,Solar Totems,,Mixed media,Mixed media: Reclaimed redwood logs,Glen Canyon Park,City Agency,Equipment Access Driveway Bosworth @O'Shaughnessy,Bosworth Street & O'Shaughnessy Boulevard,94131,37.73598004000007,-122.44190993799998,0,,08,POINT (-122.44190993799998 37.73598004000007),96,9,5,10,96
1936,1936.1,"Bufano, Beniamino",Collection of the City and County of San Francisco; Commissioned for St. Mary's Plaza,Sun Yat-Sen,264 x 120 x 102 in.,"Stainless steel, rose-red granite","Stainless steel, rose-red granite",St. Mary's Square,Public Display,Square is boarded by Quincy Street Between California Street and Pine Streets; statue is closer to the the middle of the Quincy Street side,651 California Street,94108,37.792451269000026,-122.40543640199996,0,,03,POINT (-122.40543640199996 37.792451269000026),104,6,3,8,104
2004-2006,2007.1.e,"Pijoan, Irene",Collection of the City and County of San Francisco. Commissioned by the San Francisco Arts Commission for Victoria Manalo Park,Untitled,72  x 72  x 1/4 in.,Stainless steel,Stainless steel on Steel,Victoria Manalo Draves Park,Public Display,"north fence; park is boarded by Sherman St., Folsom St., Harrison St., and Columbia Square",Folsom Street & Russ Street,94103,37.777640027000075,-122.40672991699995,1,SoMa Pilipinas – Filipino Cultural District,06,POINT (-122.40672991699995 37.777640027000075),32,1,10,34,32
1960,1960.23,Anonymous,"Collection of the City and County of San Francisco; Gift of San Francisco's Sister City Osaka, Japan",Kanrin Maru Monument,96 x 110 x 36 in.,Granite with bronze plaque,Granite with bronze plaque on stone,Lincoln Park,Public Display,,34th Avenue & El Camino Del Mar,94121,37.78568003200007,-122.50028989399999,0,,01,POINT (-122.50028989399999 37.78568003200007),7,8,4,17,7
1994,1999.20.c,"Donahue, Marcia",Collection of the City and County of San Franisco; Commissioned by the San Francisco Arts Commission for Woh Hei Yuen Park,Peach,28 x 48 x 54 in.,Granite,Granite,Woh Hei Yuen Park,Public Display,"Chinatown, Between Jackson St. And John St.",Powell Street & John Street,94133,37.79605003900008,-122.40997991599994,0,,03,POINT (-122.40997991599994 37.79605003900008),104,6,3,6,104
,2016.26.b,"Rodriguez, Lordy","Collection of the City and County of San Francisco, Licensed and reproduced by the San Francisco Arts Commission and the Airport Commission for the San Francisco International Airport",Strangerhood: Castro,46 x 31 1/2 in.,Digital print,Digital print on on aluminum,Terminal 3,SFO,Arrivals : Baggage Claim : Door 7,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
